1636,"""@arunjaitley @PMOIndia #Budget2018 #StockCrash India can't be just sentiment, it seems organized scam, please enquire"""
1637,"""Not even one Gud thing in #Budget2018 for #AP.. em peekuthunnav without asking @ncbn @naralokesh frm many yrs Vizag couldn’t made as separate railway zone..?? shameless people #APDemandSpecialStatus"""
1638,"""Worst budget ever. Regressive!!! Policy paralysis state again. Rotten brains in finance ministry shud be discharged from their duties. I can do better. Sack FM #BUDGET2018_Positives #JhoothliNeLootli #Budget2018 #BudgetWithTimes #FinanceMinister #UnionBudget #UnionBudget2018"""
1639,"""Sustainable weight loss is a complete lifestyle change,not a 12 week eating plan. @fitnessfreak_97 #fitnessfreak97 #fitnessaddict #fitnessmodel #fitnessmotivation #fitnessgirl #fitnesslifestyle #fitnesstechnology #photographylovers #Budget2018 #PUNKER #U19CWC #sundaymotivation"""
1640,"""The hashtag #Budget2018 took the 12th place in the Top20 of Singapore's Trends for Sunday 4: http://www.trendinalia.com/twitter-trending-topics/singapore/singapore-180204.html … #trndnl"""
1641,"""Read to know upto how much extent a pro right wing man go to defend #Budget2018 To question middle class wisdom by sarcastic comments like middle class thinks of Budget like Great Indian Sale to calling them suffering from Ghazini syndrome"""
1642,"""What's common in #Padmaavat and #Budget2018 ? They both are thoroughly boring and pointless and court quite unnecessary controversy...!!"""
1643,"""It don’t matter every slave Indians have to pay Tax to Radical Hindu Ind... https://youtu.be/mYUfbdCrVz0  @arunjaitley #Budget2018 #india #FinanceMinister #Panjab #Punjab #Tax #Cow #RSS #Gao #CommonManKiBaat #ModiKaBudget #KarnatakaTrustsModi #YogiAdityanath #BJP"""
1644,"""RT Roflnath: Middle class bhakt be like : #??????_??? #Budget2018"""
1645,"""RT RealQueenSimren: #Budget2018 is like an Art film which only watchable/likeable in high class society. Manmohan Singh's budget is like Salman Khan films, an entertainer for every part of society."""
1646,"""Was filling claim form for a recent hospitalization...cumbersome paperwork.Just imagine how will #Namocare work...visualizing too many middle men in the whole system.Someone please enlighten if I am vastly wrong #Budget2018 @narendramodi @arunjaitley"""
1647,"""After we stop whining about the Taxes (that only 1.5% of our population pays) & we stop cribbing about ""where is this country going"", let's look at where our tax money has gone in the last year! #NewIndiaBudget #Budget2018"""
1648,"""TVMP, we need to grow up! Wanting world class infrastructure yet wanting someone else to pay for it mindset needs to change. #Budget2018"""
1649,"""Middle class are unhappy with your budget also this year! #Budget2018"""
1650,"""they are unhappy because of Budget 2018. #budget #Budget2018"""
1651,"""Ya #Budget2018 have lots of #positive things. after 4 yers @PMOIndia @narendramodi ji showed his equality to all #people of #india by offering big 0 to everyone with d help of @FinMinIndia @arunjaitley . No discrimination. #INDvSA"""
1652,"""#AyushmanBharat is best Healthcare thought, approach, decision, commitment & vision in history of India. Everyone shall help develop mission for it. #Budget2018 @narendramodi ji I am ready to sponsor one family under this scheme."""
1653,"""Even by the #Budget2018, GST, demonization, and increase in prices of every commodity. We the middle class are not happy"""
1654,"""Budget 2018 brought little cheer for the real estate sector, struggling with a credibility crisis, the impact of demonetisation, regulatory reforms, and low interest, overall."""
1655,"""#Budget2018 is the most strongest fundamental budget presented by any government yet. @narendramodi - well done sir for letting us know that you really care for India and by presenting this strong budget you have proved wthr you win elections or not but India’s basic gona improve"""
1656,"""Perhaps, India leads d pack globally for worst value for tax paid.All countries provide better quality of life-free education, healthcare, public infra, unemployment benefits air 2 breathe etc. Never understood what Govt does with tax collections #Budget2018 #JhoothliNeLootli"""
1657,"""6) On national level, ?1 lakh cr increase in infrastructure for India in #Budget2018. 9000 KM national highway this year. 5,35,000 cr being spent on 35,000 KM of roads under Bharat Mala. 6000 railway stations modernization. Modi kept giving great numbers! #KarnatakaTrustsModi"""
1658,"""#Budget2018: Somebody Had To Focus On Basics, And Modi Does Just That https://swarajyamag.com/economics/budget2018-somebody-had-to-focus-on-basics-and-modi-does-just-that …"""
1659,"""Not just drastic hike in MPs salary, out of tune with changing times, they still draw huge #telephoneallowance High time it needs to be totally withdrawn. No justification spending crores of tax payers money on some criminal, rogue MPs. #budget2018 #BudgetVerdict"""
1660,"""If congress can be voted out for the price of petrol than @BJP4India can not be the exception.. take taxes from people but not at the verge of frustrating ppl at the core #Budget2018"""
1661,"""I don't know what the fuss is all about #Budget2018. No tinkering in taxes from last year is good. Status quo is maintained. Agriculture & Farmer foucs is great. Thank god salaried got saved with no additional taxes. For once, Rejoice India! @sambitswaraj @suhelseth @arunjaitley"""
1662,"""This man talked about exemption for income up to Rs 5 lakh. When it came to walking the talk, he lost his way and met Darth Vader. #Budget2018"""
1663,"""its a 3rd class budget for salaried class, may be because salaried class contributed least in voting. so is of no use to “them” #Budget2018 is business move by the gvt."""
1664,"""advantage?? like what ? how? getting budgeted is what i guess he meant #budget2018"""
1665,"""sir please go through #Budget2018 again to bring in some changes as a money bill """
1666,"""@arunjaitley Still trying to figure out the benefits for the salaried people and current tax payers in the #Budget2018... had lot of expectations"""
1667,"""So when will the govt see the gap that’s in middle class situation or are we going to get milked till we either leave the country or start resorting to illegal means @ritvikshekhar @Dhrubajc #budget2018"""
1668,"""Amazing that foolish #economists expected fiscal discipline in an election year. #ModiKaBudget #Budget2018"""
1669,"""This year the federal government will borrow a record $1trillion, double of what it borrowed last year. Recession around the corner? . . . #debt #money #Budget2018"""
1670,"""@narendramodi came to Amaravati and spoke in Telugu and in the very next #Budget2018 he allocated a mammoth amount of 450crs Now spoken in Kannada IFYWIM Get ready for next year #APDemandsSpecialStatus #BudgetNeglectsAP #WeWantRailwayZoneForVizag #BJPChea"""
1671,"""#Budget2018 Indian Law has to be same irrespective of you position!! So called CMs, MPs, MLAs... PAY YOUR DAMN TAXES same as common Man!!"""
1672,"""This goes out to all those #Nota warriors outraging against Modi for not granting them sops in #Budget2018"""
1673,"""Nothing their in #Budget2018 1.reach r becoming rich 2.poor r becoming middle class 3. But middle class stay constant and suffering"""
1674,"""Just heard from a good source that in a few days petrol prices will be 50 rs. For half litre! #petrolPrice #Petrol #petrolpricehike #inflation #Budget2018"""
1675,"""@narendramodi @arunjaitley .. pls reinstate the lost confidence in the Govt by amending the tax slabs in #Budget2018.. pls don't ditch the #MiddleClass.. long live #Modisarkaar"""
1676,"""Dilemma of a true #Modi supporter, incl. me. #BJP 2 middle class - tum Hume vote do, #LPG, #Petrol, #Diesel #subsidy waapis do, rokda waapis do, aur fir bhi hum aapko budget me thenga denge. Next PM in 2019 - Modi! Modi! Modi!"""
1677,"""My little take on Union budget 2018. If hardcore fans of present Indian regime find it annoying please bear with me for some time. #Budget2018 #Thread"""
1678,"""@narendramodi Looking at #Budget2018, is farmer loan waiver still on plate???"""
1679,"""Modi has used #Budget2018 to create an architecture of India where India & Bharat can complement each other, says @swapan55"""
1680,"""Arun Jaitley’s #Budget2018 speech was vague on the details, and closer inspection reveals that it was also misleading."""
1681,"""Good thing is now people will not rush to arrange fake medical bills. Standard deduction is good idea anyway #Budget2018"""
1682,"""Excellent ask, Y doesn't PM Modi LEAD BY EXAMPLE? Let him sack the GOA, HYD, MAHARASHTRA MLA's who have been instigating with divisive comments. Or Jaitlie for #Budget2018? """
1683,"""Subharamaniam is the guy who speak Truth to the Power #quote @PChidambaram_IN as interviewed by @ShereenBhan #Budget2018"""
1684,"""Just a thought Approx no of Tax Payer in #India - 3 crores. Number of people Angry on @arunjaitley for no Tax Rebate - 60 Crores #Budget2018"""
1685,"""#Budget2018 | More proof the Modi government is only good at announcements, writes @derekobrienmp"""
1686,"""#Budget2018: Somebody Had To Focus On Basics, And Modi Does Just That"""
1687,"""First, reduce interest % of all savings scheme's/deposits and make people move towards equity. Then tax equity oriented funds. Thank you Sir. #jaitley #Budget2018"""
1688,"""Thank you Naresh Gurjal for sympathizing with Andhra.We can assume center alone failed to do if this happens in first two years.But AP CM allowed his MPs to continue in Modi cabinet after long 4 years!! It is TDP fault too. #Budget2018 @thewire_in @Akali_Dal_ https://twitter.com/anigalla/status/960140118924312576 …"""
1689,"""Do you know... #Budget2018 has made Cigarettes, Liquor, Mobiles, Laptops, Escort Services, Prostitutes, Gigolos, LGBT.. EFFERYTHING... More expensive... But they didnt touch LIPSTICK.... LOL!"""
1690,"""I know this sounds ominous & Gestapo style, that the Govt. is deploying AI & machine learning to track what we say on social media.... But it's also hillarious at a level. You needed Artificial Intelligence tools to understand sentiments after #Budget2018? """
1691,"""The #Budget2018 lacks direction and it is clear that the Modi Govt has run out of ideas. Thankfully, we have only one more year to go with this incompetent Govt. #BasEkAurSaal #BigBluffBudget @arunjaitley"""
1692,"""@sardesairajdeep @PMOIndia @CNNnews18 @TheSiasatDaily #Budget2018 the budget for RTI reduced drastically.. The government seems to want a INFORMATION mukht bharti."" "
1693,"""The key word prior to the 2014 elections was ‘Ghotala’, this time round it seems to be ‘Jhumla’ Will it have a similar impact, time will tell. @Nidhi @sardesairajdeep #Budget2018 #jhumla @suhelseth"""
1694,"""At a lecture on #Budget2018 , Dr Hasmukh Adhia defends the 10% Long Term Capital Gains (LTCG) Tax, says #Manufacturing in India is suffering due to corporate #investment in #equity and #mutualfunds @ahmedabadmirror @adhia03 @IIMAhmedabad"""
1695,"""#Budget2018 has been drafted very carefully. If we criticise it then we are definitely anti farmers and if we hail it then we are definitely Bhakts and if we keep mum we are the same old the most ignored and underestimated Middle Class. @swatcat86 well said."""
1696,"""Fake promises by @BJP4India #Budget2018 #WeWantRailwayZoneForVizag #budgetneglectsap #APDemandsSpecialStatus #ApDemandsSpecialStatusOkka #BJPcheatsAP"""
1697,"""Shame on you Indian government and so called MPs, MLAs... for increasing your salary and giving tough time to common man!! #Budget2018"""
1698,"""@niissh madam out of two Idiots i will choose the one who is less Idiotic, hence Rahul wins in this case. #Budget2018 #pakodaman mark my word he ll be PM one day and he will thank Modi for the same..."""
1699,"""Tax payer in India is 3cr and people who are angry with budget is more than 50cr. Strange ! #Budget2018 #MiddleClass @arunjaitley #UnionBudget2018 #IncomeTax"""
1700,"""@BJP4India @AmitShah - ask BJP IT team to draft short messages of achievements of Govt for what's app group. People don't read lengthy messages. #Budget2018"""
1701,"""#FM could do more for #MiddleClass in #Budget2018 is not a complaint against budget but an expectation. Thank you @arunjaitley for shifting focus to farm sector. It was much needed as it did never receive focus so far."""
1702,"""Double talk, what’s preached, practiced, expected & received -exposed. #ModiCare extraordinary product of #Budget2018, but Retail Traders, Middle Class, Common Man feel cheated & may vanish in 1/2 budget. Socialism @bjp4india appease only vote banks of minorities, Farmers, Poor.."""
1703,"""Tks Sir, our economy is ruined, youth & experienced professionals are unemployed. #Budget2018 is nothing but another #jumla I'm not surprised by the content of the video, I bow down my head in #shame as an educated person. A tight slap on the face of union government."""
1704,"""Ayushyaman Bharat is just Jumla!! said @PChidambaram_IN Looking at guts to spj truth prove two things. 1.He is pro ppl leader of @INCIndia 2.Even his son @KartiPC gets embarrassed frqntly he never bow down bcoz der is nothing wrong. @sardesairajdeep isn't it? #Budget2018 """
1705,"""Dear @BJP4India our #APstate MP's maybe rich but we are not rich #Budget2018 is sheer backstabbing for telugites for which you have to pay alot .Get ready """
1706,"""""Health plan and cost plus based MSP formula are going to be super expensive .. #Budget2018 """
1707,"""No Justice done to AP! #BjpCheatedAp #Budget2018"""
1708,"""surprisingly, the mention of word #farmer in political speeches has gone up only since the #budget2018 day."""
1709,"""Mutual Fund selection is more about to time entry and positioning the balanced allocation mix of #wallet. Post #LTCGTax #ULIP will emerge as favoured product pick for long term Investments. #MutualFunds #FinancialPlanning #investment #Budget2018 #LTCG"""
1710,"""'The #Modicare Scheme': The biggest health insurance scheme announced in the #Budget2018. The National Health Protection Scheme to cover 10 cr poor families."""
1711,"""Dear @BJP4India our #APstate MP's maybe rich but we are not rich #Budget2018 is sheer backstabbing for telugites for which you have to pay alot .Get ready """
1712,"""Do not trust bjp n modi he backstabbed Andhra #APDemandsSpecialStatus #Budget2018 """
1713,"""Mr. Modi, your decision to take @arunjaitley in finance ministry was wrong decision. A lawyer as finance minister will destroy your aim n is destroying our dreams and life as well. We hate him. He is not a leader of public. #Budget2018 #BudgetVerdict @aajtak @BJP4India @AmitShah"""
1714,"""BJP's official page rating dropped from 4 star to 1.1 star within 3 days. All credit goes to #Budget2018"""
1715,"""#Budget2018: Somebody Had To Focus On Basics, And Modi Does Just That"""
1716,"""Frankly i am sick and tired of the Manmohan Singhs and Bibek Debroys. #Budget2018 """
1717,"""They have completely lost it! Have I suddenly become a resident of an autocracy?!!! #Budget2018 """
1718,"""#Budget2018 all about creating jobs & Supporting MSME. """
1719,"""Hope this is just speculation... Not going after babus sympathetic to UPA will come to haunt #NaMo and @BJP4India #Budget2018 """
1720,"""More public blood sucking by #BJP policies.. already killed FD ppf etc savings interest rates.. Poor and middle class thought to get return via markets.. NOW BLOOD SUCKED OUT OF THAT TOO"""
1721,"""The positive thing in the #Budget2018 is govts continued support to #Mudrayojna where in a layman can get loan upto Rs100000 without security & This scheme works best through psu banks"""
1722,"""Worst #Budget2018 ever.... seems BJP is no less than Congress... It's time we find a new leader for INDIA."""
1723,"""```Number of tax payers in India - 3 Crores Number of people angry with Jaitley ji for no tax rebate - 60 crores ;)``` #Budget2018"""
1724,"""After that They said Special package needs lawfulness. They said it would be done in a quick session and package will be announced . But even in the #Budget2018 No mere mention of Special package to Andhra pradesh. #APDemandsSpecialStatus #VizagDemandsRailwayZone #Polavaram"""
1725,"""Good or bad, #Budget2018 has got people literally fighting on WhatsApp groups... just like 2014 elections!!"""
1726,"""This budget #Budget2018 has broken the bone of middile class. You have no vision. You are running the country on RSS visions."""
1727,"""Salaried class can claim Children Education Allowance: Rs 100 per month per child up to a maximum of 2 children and Hostel Expenditure Allowance: Rs.300 per month per child up to a maximum of 2 children. What a cruel joke ????#Budget2018"""
1728,"""#Budget2018: Somebody Had To Focus On Basics, And Modi Does Just That"""
1729,"""At 78 #LastStraw #Budget2018:can't stand @BJP4India @arunjaitley anymore.Urge @narendramodi 2 call 4 early elections-will vote them out""."
1730,"""Dear Mr. Gandhi, Dow Jones fell down 655 points in same day as Indian market and this is in situ comparison of both market trends every time. Yes agree the budget doesn’t take care of salaried calls but your research team needs to arm you better with trends and stats #Budget2018"""
1731,"""anger of the middle class is abt relief that was expected which is not in the budget. “What is the difference between a fine and a tax? Fine is a tax for doing wrong and a tax is a fine for doing right.#Budget2018 """
1732,"""#Budget2018 effect reaches South Africa as they score the lowest ever score at the venue. Hope India keeps scoring with our GDP rate and wins comfortably."""
1733,"""#JustIn -- Samajwadi Party's @yadavakhilesh attacks government, says poor and farmer not happy with #Budget2018. """
1734,"""Opposition to the #Budget2018 is because of the headlines which are blaring ""Middle class ignored""! Is there any... https://fb.me/1PwUFF7Ip """
1735,"""You should learn the art of presenting the budget from @thomasisaaq when your budget in itself does not have substantive content andeconomics in it @arunjaitley #Budget2018"""
1736,"""The latest The Education News Daily! http://news.eduluk.com  Thanks to @Vinay73 @GroupCMedia @FinAidFiler #highered #budget2018"""
1737,"""No injustice was done to Andhra Pradesh - @HariBabuBJP (Visakhapatnam MP) #Budget2018 #AndhraPradesh"""
1738,"""@narendramodi @arunjaitley ur #transparency stinks & ur #accountability sinks in #Budget2018; ur development & governance agenda is to manipulate people’s mind 4 vote. #ExposeBJP #ExposeModi & defeat these frauds in #2019Elections"""
1739,"""After 3-days #AnkitSaxena day light murder by Muslim family @ArvindKejriwal took some time 2 tweet @AamAadmiParty #RS Member #Sushil Gupta spared some time 2 visit @SanjayAzadSln still mocking #Budget2018 Others like @LambaAlka @AashishKhetan @AtishiMarlena tweets big #Zero"""
1740,"""#Budget2018 allocation to #AndhraPradesh is less than #bahubali2 collections.Its surprising but true #NewIndiaBudget . Please RT if my statement is correct.Thank You.."""
1741,"""Poor man’s health matters - If implemented effectively, the flagship scheme #AyushmanBharat can be a game changer for Modi government http://dnai.in/ffjS  via @Sajjan Singh Yadav #Budget2018 #SwasthaBharat #NewIndiaBudget"""
1742,"""Looking at #Budget2018, I strongly feel every comman man will need a shelter after few months taking into the amount of tax he has to pay. """
1743,"""#BJP is lifting it's own tombstone. #APDemandsSpecialStatus #BJPCheatedAP #Budget2018 #APNeglected @narendramodi @arunjaitley @rajnathsingh @VPSecretariat don’t seat silent resign @MVenkaiahNaidu ji"""
1744,"""Govt doesn't seem serious regarding electric vehicles adoption by mass #Budget2018 @arunjaitley"""
1745,"""#Budget2018 Middle Class Hopes Dashed, No Change In Income Tax Slab, Hike In Cess http://upflow.co/l/i9s7 """
1746,"""Previous Governments had no vision as like this. We had already done a lot towards SME, Middle Class, wavers of loan and all. After Digitizing this #BUDGET2018 comes, hope it will show its effect as it has been Planned"""
1747,"""#Bahubali Got More collections Than The Funds Our State got in #Budget2018 ... shame on you and Your Party MPs... Stop licking foots of BJP leaders... #ShmeOnNCBN #ShameOnTDPMPs ... #AntiMiddleClassBudget #AntiMiddleClassBJP #APDemandsSpecialStatus . #jaijanasena"""
1748,"""Dear @narendramodi ji I will vote you again in #Elections of 2019 bcoz I need a person who can be a inspiration to me by his dedication and hard work #Budget2018 and a person with so much strength"""
1749,"""Ask him to give what percentage of #agriculture cess was used for #farmers and how much used on posters of #Modi """
1750,"""@PawanKalyan waiting for your response on #Budget2018 and the injustice done for our states."""
1751,"""After #Demonitisation, #GST n #Budget2018 there is no @narendramodi wave, but it's turning into tsunami ??@KiranKS @ChethanMng #ModiInBengaluru #KarnatakaTrustsModi"""
1752,"""Guys, where is budget? Real #budget will be presented on 15th August from #lalquila by @narendramodi !! #budget2018 @bksCG @sardesairajdeep @Devinder_Sharma @PrabhuChawla @sagarikaghose @pallavijha @BLRSouthAIPC"""
1753,"""#Budget2018: Somebody Had To Focus On Basics, And Modi Does Just That"""
1754,"""#Budget2018 is pro poor, pro Dalit,pro farmer, pro women. I am middle class - not poor, not Dalit,not farmer, not woman. """
1755,"""The most sensible article debunking the myth on how the #MiddleClass gets hit by #Budget2018 by Rama Bijapurkar #BudgetSession"""
1756,"""#Central govt jobs go up 2.53 lakh in two years: Union budget 2018-19 #UnionBudget #Budget2018 """
1757,"""Why is govt so tentative about the biggest social initiative of its tenure, if Niti Ayaog was already working on the same. The mega health insurance scheme is surely the last minute entry in the budget. #Budget2018 """
1758,"""4 years gone; still promising FARMERS a fair price. 4 years gone; FANCY SCHEMES, with NO matching budgets. 4 years gone; no JOBS for our YOUTH. Thankfully, only 1 more year to go. #Budget2018"""
1759,"""4 years gone; still promising FARMERS a fair price. 4 years gone; FANCY SCHEMES, with NO matching budgets. 4 years gone; no JOBS for our YOUTH. Thankfully"""
1760,"""#Budget2018 has retained its focus on transforming India into a true #digital economy. Read our analysis: http://bit.ly/KPMGBudget18Analysis …"""
1761,"""Defeat in #Bypoll...tremendous criticism of #Budget2018 n now #TDP displeasure...time for #BJP self-contemplation #AndhraPradesh #Telangana"""
1762,"""#Budget2018 after three years of bjp ruling, people lost their hopes after this budget"""
1763,"""#??????_??? #Budget2018 FM should also allot Rs 2000 crs for ""Pradhan Mantri Pakoda banao yojna"""""
1764,"""#Budget2018 no report card on Demo and Gst, no waiver of famers loan, no solution for water problem, honest tax payers completely ignored, govt not learned from punjab and Guj elections, this budget will cost more in 2019 elections, no hopes for farmers nor salaried people."""
1765,"""#Budget2018 none of the farmers r happy because their debts r not waived, banks not giving new loans, water problem unresolved. Even in health scheme the centre shd hv given top up on states scheme to make it more effective. Honest tax payers r ignored & they r very angry now."""
1766,"""#Budget2018 FM should also allot Rs 2000 crs for ""Pradhan Mantri Pakoda banao yojna"""""
1767,"""If you are investing in equity for tax benefits on future gains, it's time to quit trading and start farming. #Budget2018 #stocks"""
1768,"""*#Budget2018 summary in 3 lines""* - Lower class gets Subsidy ! - Upper Class gets Rebate !! - Middle class gets only TV debates @aartic02 @waglenikhil @anjali_damania @AAPMaharashtra @AamAadmiParty #HallaBol @NCPspeaks #????? @INCMaharashtra @INCIndia"""
1769,"""Sir, middle class is unhappy after #budget2018 This Budget has put them in dilemma of choice for #2019 While agrarian support is key to #2019, trust me losing support of Urban voters will be the deciding factor in #2019 @AmitShah @ndtv @timesofindia @arunjaitley @SushmaSwaraj"""
1770,"""@BJP4India cheated us in #SpecialStatus issue, Now Again Cheated in #Budget2018 .Stop supporting those cheaters.If U continue the same attitue U will become the worst CM in #India #AntiMiddleClassBudget #BJPcheatsAP #BJPcheatedAP .Where is our hero @MVenk"""
1771,"""Looks like #budget2018 is not getting good reviews. """
1772,"""There should be something for Bastar in the Union Budget, see the salary of temporary employees. #Budget2018"""
1773,"""#Budget2018 if bjp govt decided to neglect and cheat honest tax payers, they hv to pay huge price in 2019 elections, they hv not learned lessons from Guj elections, if Modi and Amit shah r serious he shd give atleast 2 lakhs std deduction immediately."""
1774,"""Market crash might be due to that eclipse after effect or may be due to Pakistan ... But not due to #Budget2018 !?! Please understand @sumanthraman !"""
1775,"""Pre 2014 we will do this, we will do that. now we will tax you on everything so we can do this and that #Budget2018"""
1776,"""#Budget2018: Somebody Had To Focus On Basics, And Modi Does Just That https://swarajyamag.com/economics/budget2018-somebody-had-to-focus-on-basics-and-modi-does-just-that …"""
1777,"""Mr Modi #KarnatakaWantsToKnow where is black money? Atleast can you say the names of #BlackMoney holders? #Budget2018 #EconomicSurvey2018"""
1778,"""#Budget2018 strives to uplift economic growth by modernising #agriculture, revamping #education system and providing better #healthcoverage, remarks @AkhilBansalKPMG"""
1779,"""instead of asking special status, 1st of all asking about proper roads and services, y hike on petrol.@narendramodi #pmnarendramodi @PMOIndia #budget2018 #BJPcheatedAP #hikeonpetrolprices see the things how they are working, then work on budget."""
1780,"""#Budget2018 This budget focused to India's heart. Investments in Infra., education, agriculture and health care will bring more opportunities to poor & middle class. Infrastructure will generate growth rates & more employments in new areas."""
1781,"""#Budget2018 PM comment on pakodi wala relating to employment, its not wrong, its much better than sitting idle... Why people always loves to take controversy....??? Its very ease to find crct meaning from his words... #NarendraModi #aajtak"""
1782,"""budget 2018 need to be improvised. #telugupeople #pmnarendramodi #BJPcheatedAP #BjpAntiSouth #budget2018"""
1783,"""Bcm poor to understand #Budget2018 hence Govt is mkg evy1 poor to understand it! Wht a #Masterstroke @suchetadalal"""
1784,"""@FinMinIndia @arunjaitley @PMOIndia The reasons put 4 neglecting salaried middle class in #Budget2018 r absurd. V understand development will benefit all, but at wht cost? Each development comes with more taxes 4 which middle class has 2 pay again taxes. """
1785,"""10% #CapitalGainsTaxon #mutualfunds attacks the #middleclass and honest tax payers. 10% is a lot of money and it’s being taken out of the hard-working #aamaadmi’s pockets #Budget2018"""
1786,"""The Life of Labour: Trade unions slam #Budget2018, call it ‘empty slogans’ to workers https://thewire.in/220889/union-budget-2018-trade-unions-response/ …"""
1787,"""#budget2018 #nifty there is catch in budget fii again going to be beneficial """
1788,"""The #Budget2018 lacks direction and it is clear that the Modi Govt has run out of ideas. Thankfully, we have only one more year to go with this incompetent Govt. #BasEkAurSaal #BigBluffBudget"""
1789,"""not at all, what Modi spoke in #Davos and what #Budget2018 reflecting are extremely opposite... he asked for FDI and here he didn't relax corporate tax which should be not for just #MSME """
1790,"""If #ModiSarkar had been diligent in governance then on the #Budget2018 day Jaitley could have told truths and truths only.But instead he had to indulge in #BJPLies #ModiKaBudget #ModiLies #ModiMadeDisaster"""
1791,"""I have always passed on benefits to middle class in last four budgets. This year also I have offered some benefits: FM @arunjaitley on #Budget2018"""
1792,"""All those who are assailing the Govt on #Budget2018 shall stop now. Otherwise Govt will spend another Rs 2000 cr only on advertisement to make us believe that it was a good budget. #basaureksaal."""
1793,"""If people are into stock market investing only for tax exemption they should quit investing and take up farming which is 100% tax exempt #Budget2018"""
1794,"""Modi Govt has given the illusion that the #Budget2018 provides a big boost to #healthcare, but a close reading reveals a completely different picture."""
1795,"""#Budget2018 Those who earn should spend some money for uplifting of BPL people of our country, then only poverty will be removed from country. That's what this budget has offered us. Thanks to @arunjaitley & @narendramodi"""
1796,"""#Budget2018 has once again divided the RWs at least on the surface. Its all about whether middle is right in questioning the government or not. To get a crisp reply to this question we need to go back to 2014 BJP campaign.http://newsnviews.online/news-n-views/in-2019-bjp-should-be-careful-with-their-marketing-communication/ …"""
1797,"""65 years gone still finding these basic problems? from abot 40% to 70% sanitation, no corruption, 30Cr accounts,5 Cr new gas connnection, 99% adhaar, lies spoken from high office does not make it truth #Budget2018"""
1798,"""Dear @PMOIndia this arrogance won't work. We need to know what's going on on the ground, please include professionals, especially from two and three tier cities to know the situation. How brazenly @adhia03 is justifying LTCG tax!! The attitude in unacceptable. #Budget2018"""
1799,"""#Budget2018 Big Corporate houses have been given benefits in this year's budget. No respite for the common people. @DeependerSHooda @bishnoikuldeep @Fairoz_JK @LubanaManoj @SaimonFarooqui @gagansengar1"""
1800,"""A step to promote entrepreneurship, and creation of more and more employment opportunities #Budget2018 for #NewIndia ."""
1801,"""Ofcourse @adhia03 is brilliant, knows much more than us but that does not mean he should be allowed to think and implement whatever he feels. We need more contribution from ground level professionals to plan budgets, tax reforms and other financial. #Budget2018"""
1802,"""#BJP is lifting it's own tombstone.. Worst administration ever.. #APDemandsSpecialStatus #BJPCheatedAP #Budget2018 #APNeglected"""
